symbol	CSC1_SC2	CSC1_SC3	CSC1_DC2	CSC1_DC3
SNORA26	4.68216	4.83382	4.82506	4.50871
SNORA27	3.67719	3.34828	4.22944	3.56568
SNORA28	5.18493	5.10463	4.10123	4.40338
SNORA29	6.52552	6.5408	4.8018	5.72225
SNORA2A	4.63863	5.11783	3.96248	3.60385
SNORA2B	4.64008	4.96627	3.469	3.65011
SNORA3	4.73963	4.98714	5.27506	5.8172
SNORA30	2.64674	2.85011	1.71589	1.42347
SNORA31	11.0745	10.8358	11.3653	10.4293
SNORA32	6.86799	7.34647	6.54798	6.66894
SNORA33	10.6164	10.4474	10.6895	9.9951
SNORA34	5.28387	5.54153	4.61303	4.59704
SNORA35	0	0	0	0
SNORA36A	5.9812	6.27788	5.57867	5.80204
SNORA36B	1.78426	2.22923	0	0.572637
SNORA36C	1.93507	1.58624	0.707517	1.54093
SNORA37	4.65692	4.45927	4.97891	4.83342
SNORA38	4.00365	3.8758	2.15416	3.11104
SNORA38B	3.78751	4.25639	3.81699	3.49201
SNORA39	3.81673	3.73799	3.78735	3.12051
SNORA4	7.01846	7.08018	5.83633	6.0144
SNORA40	6.33227	6.78587	5.54476	6.02969
SNORA41	3.3531	3.16931	4.46679	3.26411
SNORA42	2.68896	2.89788	2.43281	2.64146
SNORA43	6.65526	6.52075	6.15363	5.71008
SNORA44	5.4203	5.58248	5.91354	5.81304
SNORA45	10.0138	10.236	10.0414	9.88339
SNORA46	3.31015	3.58751	1.19548	2.16952
SNORA47	2.17857	2.25646	1.04822	1.41418
SNORA48	8.31371	8.45046	7.58608	7.91907
SNORA49	2.57415	3.12174	1.51509	2.24099
SNORA50	2.1344	2.89761	0.989262	1.42738
SNORA51	6.65884	6.7463	6.22286	6.54021
SNORA52	10.3417	10.5473	10.6466	10.3504
SNORA53	7.90418	7.90643	7.46761	7.79441
SNORA54	5.2066	5.45636	4.51695	5.5475
SNORA55	5.0433	5.19551	4.68061	5.27567
SNORA56	6.26042	6.34069	6.08949	6.04906
SNORA57	3.42143	3.91479	3.88342	4.11803
SNORA58	1.82818	2.18789	1.75892	1.29894
SNORA59A	2.93681	2.25243	2.4812	2.30664
SNORA59B	2.93681	2.25243	2.4812	2.30664
SNORA5A	5.94043	5.90758	5.66089	5.32062
SNORA5B	5.9115	6.04924	5.18683	5.2531
SNORA5C	5.86572	5.86243	5.5803	5.42395
SNORA6	4.89298	4.40205	4.67517	4.99679
SNORA60	3.98062	3.92723	4.05868	3.05684
SNORA61	5.60257	5.95742	6.34312	6.24463
SNORA62	3.84709	3.6697	4.463	5.32944
SNORA63	7.34248	7.51786	6.11026	6.30401
SNORA64	5.69368	5.3391	5.7058	5.81145
SNORA65	5.21956	5.94467	5.48354	5.11286
SNORA66	9.52754	9.65341	9.83589	9.30441
SNORA67	7.83823	7.88509	8.12179	7.61078
SNORA68	3.08948	3.5377	4.38863	4.39646
SNORA69	1.35195	1.34564	1.86357	2.1948
SNORA70	8.24859	8.093	8.56844	7.80536
SNORA70B	1.54189	2.04675	0.37847	0.251607
SNORA70C	0	0	0	0
SNORA70D	0.734791	1.09111	0	0.648339
SNORA70E	1.38568	1.21337	0.482318	0.812691
SNORA70F	3.5627	3.25883	3.39612	3.79288
SNORA70G	4.09982	3.996	2.10514	3.4086
SNORA71A	6.0026	5.98819	5.52815	4.66796
SNORA71B	5.92389	5.9047	5.46757	4.69345
SNORA71C	5.93636	5.9861	5.3265	4.65213
SNORA71D	5.38359	5.57932	4.56796	4.23676
SNORA72	10.0167	9.93834	9.99088	9.35758
SNORA74A	2.65893	2.82865	1.65248	2.68379
SNORA74B	4.93715	5.02702	5.84507	6.41644
SNORA75	8.26695	8.1361	8.64003	8.28125
SNORA76	2.24973	2.40672	2.9161	1.80552
SNORA77	1.28367	2.18926	0.716437	2.19358
SNORA78	3.18086	3.43469	3.98871	2.81374
SNORA79	2.40601	2.53959	0.654631	0.864454
SNORA7A	9.12232	9.05353	9.05611	8.40969
SNORA7B	3.01712	2.69806	2.44201	2.19589
SNORA8	6.33301	6.73327	5.98561	6.25897
SNORA80	2.56009	2.66217	0.756698	1.52472
SNORA80B	6.06046	6.10613	4.45839	5.53116
SNORA81	6.96312	7.06714	5.52631	5.89011
SNORA84	3.78751	3.86566	1.85568	2.53584
SNORA9	6.82637	6.84875	6.46665	5.92137
SNORD10	8.13029	8.27925	7.85083	7.91575
SNORD100	10.3113	10.2772	10.24	9.48763
SNORD101	10.1436	10.1738	9.81462	9.48004
SNORD102	4.34986	4.06345	5.33144	4.26769
SNORD103A	3.57489	3.92238	2.59081	3.46067
SNORD103B	3.57489	3.92238	2.59081	3.46067
SNORD104	5.11366	5.34274	6.25801	5.50844
SNORD105	5.36578	5.41249	4.853	4.36976
SNORD105B	5.50503	5.66173	5.323	4.71446
SNORD107	0	0	0	0
SNORD108	0	0	0	0
SNORD109A	0	0	0	0
SNORD109B	0	0	0	0
SNORD11	6.91164	6.99335	6.83199	6.33331
SNORD110	7.03868	7.25025	6.73093	6.91273
SNORD111	3.8157	3.46089	1.99756	3.01111
SNORD111B	2.57191	3.45244	1.2982	2.79503
SNORD113-1	0	0	0	0
SNORD113-2	0	0	0	0
SNORD113-4	0	0	0	0
SNORD113-5	0	0	0	0
SNORD113-6	0	0	0	0
SNORD113-7	0	0	0	0
SNORD113-9	0	0	0	0
SNORD114-1	0	0	0	0
SNORD114-10	0	0	0	0
SNORD114-11	0	0	0	0
SNORD114-12	0	0	0	0
SNORD114-13	0	0	0	0
SNORD114-14	0	0	0	0
SNORD114-15	0	0	0	0
SNORD114-16	0	0	0	0
SNORD114-17	0	0	0	0
SNORD114-18	0	0.441718	0	0
SNORD114-19	0	0	0	0
SNORD114-2	0	0	0	0
SNORD114-20	0.239282	0	0	0
SNORD114-21	0.239282	0.441718	0	0
SNORD114-22	0	0	0	0
SNORD114-23	0	0	0	0
SNORD114-24	0	0	0	0
SNORD114-25	0	0.237699	0	0
SNORD114-26	0	0.237699	0	0
SNORD114-27	0	0	0	0
SNORD114-28	0	0	0	0
SNORD114-29	0	0	0	0
SNORD114-3	0	0	0	0
SNORD114-30	0	0	0	0
SNORD114-31	0	0	0	0
SNORD114-4	0	0	0	0
SNORD114-5	0	0	0	0
SNORD114-6	0	0	0	0
SNORD114-7	0	0	0	0
SNORD114-8	0	0	0	0
SNORD114-9	0	0	0	0
SNORD115-1	0	0	0	0
SNORD115-10	0	0	0	0
SNORD115-11	0	0	0	0
SNORD115-12	0	0	0	0
SNORD115-13	0	0	0	0
SNORD115-14	0	0	0	0
SNORD115-15	0	0	0	0
SNORD115-16	0	0	0	0
SNORD115-17	0	0	0	0
SNORD115-18	0	0	0	0
SNORD115-19	0	0	0	0
SNORD115-2	0	0	0	0
SNORD115-20	0	0	0	0
SNORD115-21	0	0	0	0
SNORD115-22	0.392216	0	0	0
SNORD115-23	0	0	0	0
SNORD115-24	0	0	0	0
SNORD115-25	0	0	0	0
SNORD115-26	0	0	0	0
SNORD115-27	0	0	0	0
SNORD115-28	0	0	0	0
SNORD115-29	0	0	0	0
SNORD115-3	0	0	0	0
SNORD115-30	0	0	0	0
SNORD115-31	0	0	0	0
SNORD115-32	0	0	0	0
SNORD115-33	0	0	0	0
SNORD115-34	0	0	0	0
SNORD115-35	0	0	0	0
SNORD115-36	0	0	0	0
SNORD115-37	0	0	0	0
SNORD115-38	0	0	0	0
SNORD115-39	0	0	0	0
SNORD115-4	0	0	0	0
SNORD115-40	0	0	0	0
SNORD115-41	0	0	0	0
SNORD115-42	0	0	0	0
SNORD115-43	0	0	0	0
SNORD115-44	0	0	0	0
SNORD115-45	0	0	0	0
SNORD115-47	0	0	0	0
SNORD115-48	0	0	0	0
SNORD115-5	0	0	0	0
SNORD115-6	0	0	0	0
SNORD115-7	0	0	0	0
SNORD115-8	0	0	0	0
SNORD115-9	0	0	0	0
SNORD116-1	0	0	0	0
SNORD116-10	0.167565	0	0	0
SNORD116-11	0	0	0	0
SNORD116-12	0	0	0	0
SNORD116-13	0	0	0	0
SNORD116-14	0	0	0	0
SNORD116-15	0	0	0	0
SNORD116-16	0	0	0	0
SNORD116-17	0	0	0	0
SNORD116-18	0	0	0	0
SNORD116-19	0	0	0	0
SNORD116-2	0	0	0	0
SNORD116-20	0	0	0	0
SNORD116-21	0	0	0	0
SNORD116-22	0	0	0	0
SNORD116-23	0	0	0	0
SNORD116-24	0	0	0	0
SNORD116-25	0	0	0	0
SNORD116-26	0	0	0	0
SNORD116-27	0	0.345477	0	0
SNORD116-28	0	0	0	0
SNORD116-29	0	0	0	0
SNORD116-3	0	0	0	0
SNORD116-4	0	0	0	0
SNORD116-5	0	0	0	0
SNORD116-6	0	0	0	0
SNORD116-7	0	0	0	0
SNORD116-8	0	0	0	0
SNORD116-9	0	0	0	0
SNORD117	7.45202	7.34254	7.07852	7.13355
SNORD119	8.18916	7.96218	8.40704	7.97075
SNORD11B	6.60428	6.73446	6.0356	6.12841
SNORD12	9.00699	8.67121	8.18856	7.57472
SNORD121A	4.37196	4.53727	2.5864	3.79763
SNORD121B	4.55685	4.85844	3.99319	4.11442
SNORD123	3.2167	3.77787	4.33514	4.10829
SNORD124	3.88787	3.71144	3.15945	3.19849
SNORD125	4.93011	4.54763	4.4734	4.94423
SNORD126	6.08238	5.59691	3.96498	4.10829
SNORD127	4.96097	4.81926	4.66451	3.87463
SNORD12B	9.62738	9.3812	8.80973	8.22913
SNORD12C	9.56546	9.33183	8.70458	8.19393
SNORD15A	9.71583	9.94399	9.05638	9.29062
SNORD15B	9.69233	9.92534	9.66315	9.43974
SNORD16	7.20739	7.34996	6.51473	6.84065
SNORD17	4.88704	4.77041	3.37636	4.04551
SNORD18A	10.9652	11.2002	10.3002	10.5981
SNORD18B	7.15426	6.28927	6.8247	6.29137
SNORD18C	6.21002	6.47992	7.48202	5.79421
SNORD19	5.37911	5.6203	4.75035	5.03326
SNORD19B	5.61263	5.93787	4.83375	5.18099
SNORD1A	5.77693	5.99767	5.1159	5.30896
SNORD1B	4.42985	4.47854	3.76758	3.66978
SNORD1C	5.38285	5.30887	4.67602	4.48799
SNORD2	7.57001	7.68341	5.84939	6.29473
SNORD20	9.10961	9.00909	9.28235	9.05542
SNORD21	9.4002	9.11125	8.92235	8.88301
SNORD22	7.20842	7.71022	7.14326	7.22035
SNORD23	7.55465	7.47569	7.71935	6.55749
SNORD24	7.57029	5.22708	3.77439	3.05641
SNORD25	5.65315	5.29096	4.39214	5.18741
SNORD26	6.8401	7.21611	6.05276	6.68109
SNORD27	7.28823	7.80442	6.5438	7.07534
SNORD28	7.35691	7.83313	6.73577	7.1264
SNORD29	7.70528	8.18168	7.33052	7.61196
SNORD30	7.77434	8.3334	7.4416	7.72294
SNORD31	8.08676	8.64685	7.68867	7.92026
SNORD32A	6.5939	6.69363	6.81294	5.97993
SNORD32B	0	0	0	0
SNORD33	8.15848	8.06967	7.84386	7.57237
SNORD34	5.62421	5.3121	7.07446	5.48884
SNORD35A	4.92319	4.69989	6.6087	5.17118
SNORD35B	11.8283	11.8884	11.7332	11.1576
SNORD36A	9.38474	8.82498	9.11872	8.25969
SNORD36B	11.3228	11.2524	11.4487	10.5182
SNORD36C	8.4812	8.37264	8.47231	7.64325
SNORD37	9.8968	9.96473	7.74251	8.82467
SNORD38A	11.0408	10.9422	11.0711	10.2761
SNORD38B	10.5213	10.3951	10.5699	9.86185
SNORD41	4.14171	4.26054	4.27611	4.1813
SNORD42A	7.17125	7.09856	7.0398	6.63924
SNORD42B	3.40037	3.60862	4.10417	3.70083
SNORD43	7.24615	7.33446	7.35322	6.26248
SNORD44	10.7836	10.6111	9.54012	8.96249
SNORD45A	5.98911	5.90427	4.86948	5.30746
SNORD45B	6.06669	6.32815	4.97187	5.53323
SNORD45C	4.37196	4.57441	2.91215	3.91408
SNORD46	10.1933	9.8169	9.70252	9.52854
SNORD47	9.58376	9.47336	8.98833	8.06565
SNORD48	7.97252	7.81845	7.15713	6.79317
SNORD49A	10.6829	10.6449	9.63873	9.63185
SNORD49B	10.9843	10.9197	9.93198	9.90372
SNORD4A	6.13346	4.32734	6.19747	5.95812
SNORD4B	3.13571	3.40919	5.09312	4.01621
SNORD5	7.42395	7.73356	6.81495	7.21181
SNORD50A	5.07854	4.91475	5.56282	4.48841
SNORD50B	7.2115	7.09367	7.12229	6.31744
SNORD51	3.36906	3.45835	4.77683	4.75907
SNORD52	7.81476	7.70763	7.2152	6.66576
SNORD53	6.45331	7.18391	5.48855	5.94179
SNORD54	11.4271	11.2868	11.1376	10.9054
SNORD55	8.20666	8.02414	7.95714	7.73363
SNORD56	8.89702	8.93391	8.63198	8.48703
SNORD56B	2.59725	2.35601	1.21472	2.20037
SNORD57	9.10701	9.22567	9.05604	8.94392
SNORD58A	7.02754	6.9063	5.81886	6.6121
SNORD58B	8.99285	8.81421	7.81193	8.35957
SNORD58C	4.25358	4.22205	4.98492	4.69054
SNORD59A	9.19795	9.34444	7.53836	8.67653
SNORD59B	9.87358	9.83856	8.26888	9.30719
SNORD6	6.54763	7.05727	6.02593	6.27787
SNORD60	5.31792	5.77553	5.74916	5.55891
SNORD61	6.37095	6.15388	5.45773	5.30275
SNORD62A	4.05646	4.13434	2.65467	3.37178
SNORD62B	4.33722	4.30593	3.57357	3.60085
SNORD63	8.02967	8.15896	7.29328	7.62198
SNORD64	0	0	0	0
SNORD65	10.3356	10.3243	9.47653	9.39303
SNORD66	6.13134	6.50282	5.47145	6.03712
SNORD67	3.96855	4.29824	3.5388	4.59879
SNORD68	9.0033	9.1438	9.43412	8.49483
SNORD69	5.95147	6.09904	5.49816	5.52132
SNORD7	3.1996	1.90809	3.17174	2.87126
SNORD70	6.67469	6.72083	5.72154	6.02178
SNORD71	2.66943	3.19107	0.69882	2.28077
SNORD72	11.5941	11.1926	11.7881	10.7831
SNORD73A	5.14914	4.65877	5.59722	4.71891
SNORD74	8.63171	8.50623	7.15219	6.77256
SNORD75	10.5195	10.3507	9.17107	8.63975
SNORD76	10.2253	10.038	8.92673	8.38443
SNORD77	10.772	10.4825	9.37479	8.7952
SNORD78	11.1651	11.0011	10.0049	9.29827
SNORD79	10.6329	10.4514	9.55167	8.71554
SNORD8	3.53307	3.25047	2.65204	3.04635
SNORD80	10.482	10.3264	9.53612	8.63595
SNORD81	8.89607	8.71751	8.55637	7.46799
SNORD82	9.15451	9.28843	8.94226	9.14446
SNORD83A	10.2834	10.3077	10.2963	9.58776
SNORD83B	5.89565	5.21332	6.76695	5.91076
SNORD84	6.22999	6.29356	5.65245	5.82804
SNORD85	3.76955	3.7956	2.07574	2.61029
SNORD86	8.44552	8.53689	8.27294	8.11269
SNORD87	8.34546	8.26071	8.17436	7.74023
SNORD88A	6.64438	6.30627	5.44894	5.49044
SNORD88B	6.92866	6.72272	5.8694	5.97092
SNORD88C	5.67374	5.47656	4.48605	4.26014
SNORD89	3.54522	3.81265	3.57655	2.72224
SNORD9	4.90569	4.57537	4.32133	4.26446
SNORD90	1.21212	1.53684	0.460117	1.05224
SNORD91A	4.68049	5.24437	4.1257	4.63612
SNORD91B	5.21114	5.63799	4.63439	5.14721
SNORD92	5.57378	6.20136	4.17083	4.79817
SNORD93	1.14511	1.13943	0.930011	1.14245
SNORD94	5.08364	4.76919	4.97787	4.65155
SNORD95	10.8714	10.8119	10.2863	9.97651
SNORD96A	10.9608	10.8494	10.4377	10.0736
SNORD96B	1.80347	1.04246	0.639939	1.87165
SNORD97	7.15601	7.6098	6.13067	7.31408
SNORD98	5.01581	4.69289	4.82764	4.41866
SNORD99	5.70251	5.61489	6.34381	6.16691
SNPH	0.075685	0.0751558	0.0900257	0.457547
SNRK	2.71708	3.04146	1.71611	1.75203
SNRK-AS1	2.27084	2.58821	1.20605	1.38554
SNRNP200	5.82218	5.72369	5.0286	5.46149
SNRNP25	5.15686	5.23105	5.57768	5.57027
SNRNP27	4.31737	4.41189	4.09988	4.27555
SNRNP35	3.96151	3.81381	4.52631	3.99517
SNRNP40	5.1153	5.19368	4.54788	4.85404
SNRNP48	3.4124	3.37488	2.11313	2.45137
SNRNP70	6.56698	6.59303	7.01416	6.56652
SNRPA	6.12647	5.96776	6.45569	5.85551
SNRPA1	4.68224	4.79028	4.75757	4.56158
SNRPB	8.80167	8.60735	8.68866	8.41518
SNRPB2	6.13049	6.14817	6.14215	5.94123
SNRPC	6.73785	6.39984	6.70231	6.44366
SNRPD1	6.11634	5.98242	5.9771	5.90999
SNRPD2	8.03163	7.91775	7.73405	7.47262
SNRPD2P2	0	0	0	0
SNRPD3	6.68089	6.48032	6.92605	6.70135
SNRPE	4.77064	4.73369	4.40697	4.19865
SNRPF	7.29386	7.06113	7.30049	6.76051
SNRPG	7.05411	6.78199	7.27051	6.89935
SNRPN	0.118699	0.0439884	0.0233399	0.0975132
SNTA1	2.8218	2.94093	2.49515	3.05584
SNTB1	4.9174	4.33951	3.74552	3.31657
SNTB2	0.879927	1.28655	0.652421	1.15497
SNTG1	0	0	0.0203217	0
SNTG2	0	0	0	0
SNTN	0	0.0229808	0.0361524	0
SNUPN	3.98684	3.79777	3.67563	3.95752
SNURF	0.170663	0.0543087	0.0288642	0.11988
SNW1	6.12203	5.8444	5.56063	5.56337
SNX1	3.62048	3.76527	3.42283	3.62664
SNX10	0.343493	0.753225	0.602446	1.60825
SNX11	3.53619	3.6191	2.86078	3.35868
SNX12	3.3837	3.62063	3.3872	3.96576
SNX13	2.88583	2.8967	2.14388	2.57803
SNX14	4.62973	4.39968	4.06467	4.67269
SNX15	3.90664	3.98367	3.92101	3.87399
SNX16	2.64767	2.56552	1.84075	1.94684
SNX17	5.37621	5.25267	5.05804	5.11368
SNX18	1.16282	1.60024	0.983284	2.27278
SNX19	2.56989	2.97233	2.2064	3.01438
SNX2	3.83363	3.70969	3.40692	3.66176
SNX20	0.0577077	0.033022	0.0603092	0
SNX21	1.8388	1.73712	2.13554	2.1582
SNX22	5.65268	5.87617	6.40537	6.42977
SNX24	1.25735	1.31135	1.11931	2.46364
SNX25	2.72009	2.4152	1.64465	2.14043
SNX27	1.69275	1.69441	1.76785	1.93554
SNX29	0.82147	0.80029	0.558414	0.84345
SNX29P1	0.288671	0.930224	0.437633	0.17615
SNX29P2	0.255742	0.511196	0.354966	0.225442
SNX3	6.00714	5.96216	5.55927	5.85561
SNX30	2.85586	2.97545	1.92566	2.10197
SNX31	0	0	0.0156619	0
SNX32	0.0943875	0.10378	0.0224978	0.104165
SNX33	2.06124	1.92175	2.33952	2.88995
SNX4	3.53622	3.51028	3.22028	3.35667
SNX5	7.2592	6.97904	6.43138	6.37304
SNX6	5.28093	4.89672	4.66244	5.06608
SNX7	3.95431	4.24451	3.7199	4.27947
SNX8	4.13324	4.17464	4.27215	4.11209
SNX9	3.83237	4.2327	3.64278	4.02119
SOAT1	0.295845	0.800921	0.500008	1.04036
SOAT2	0.18388	0.0175927	0.747294	0.0693784
SOBP	0.00591823	0.00294092	0	0
SOCS1	1.23161	1.3433	0.622836	1.42771
SOCS2	1.44236	1.0845	1.61525	2.77604
SOCS2-AS1	0.639576	0.506846	0.861535	1.92684
SOCS3	1.5852	1.40413	2.14745	1.6565
SOCS4	2.71178	2.67744	2.04742	1.98159
SOCS5	2.26985	2.63216	1.85372	1.9322
SOCS6	3.34492	3.27817	2.26851	2.71361
SOCS7	2.1471	2.2664	1.62801	1.64678
SOD1	8.43235	8.18113	8.23487	8.09922
SOD2	5.64157	5.67377	5.38938	5.44701
SOD3	0.0591974	0.10414	0.0618646	0.442554
SOGA1	0.908376	0.884907	1.07388	1.05211
SOGA2	2.91114	3.12527	2.62901	2.81024
SOGA3	0.0170983	0.00619635	0.0387302	0.149388
SOHLH1	0.107598	0.0274646	0.199745	0.0986106
SOHLH2	1.86857	3.93654	1.88292	3.37138
SOLH	4.49548	4.48676	5.2075	4.62888
SON	4.20213	4.48433	3.28407	3.73952
SORBS1	1.58424	2.25488	1.83994	1.45364
SORBS2	1.33014	1.11145	1.511	2.54633
SORBS3	3.47804	3.21197	4.20608	4.40133
SORCS1	0.00251642	0.00996767	0	0
SORCS2	0.00304966	0.0120732	0.00318987	0.0301098
SORCS3	0.00320628	0.00635959	0.00669961	0.00638397
SORD	6.0913	6.10324	5.22143	5.96652
SORL1	2.2324	2.48656	2.48438	2.93674
SORT1	2.837	2.76912	2.74032	3.28699
SOS1	3.02892	3.71611	2.57325	2.62285
SOS2	2.4245	2.22616	2.26314	2.23419
SOST	0.0628845	0	0	0
SOSTDC1	0.0770051	0.0195	0.0205376	0.0953197
SOWAHA	0.30267	0.252519	0.472561	0.198756
SOWAHB	1.21133	1.17238	0.711563	1.07129
SOWAHC	2.96054	3.10049	2.92952	2.84009
SOWAHD	0.512943	0.400451	0.706637	0.143228
SOX1	0	0	0	0
SOX10	0	0.0254163	0	0
SOX11	0	0	0	0
SOX12	2.68503	2.08335	3.09748	2.46088
SOX13	2.68506	2.68261	2.57706	2.7288
SOX14	0.113253	0.510052	0.0739136	0.112887
SOX15	0.740503	0.688145	0.75053	0.657117
SOX17	0	0	0	0
SOX18	0.0215151	0.0424121	0	0.0214433
SOX2	1.49848	1.87893	0.266255	0.507714
SOX2-OT	0.0207773	0.0154995	0.00546237	0.0103911
SOX21	0.0291407	0.0988268	0	0.00731593
SOX3	0	0	0	0
SOX30	0.00665099	0.0131767	0.0412439	0.00662868
SOX4	2.69893	2.52615	2.30655	2.58081
SOX5	0	0	0	0
SOX6	0	0.0202893	0.00644388	0.0203667
SOX7	0.193307	0.250723	0.212026	0.275459
SOX8	0.0120708	0.0119845	0.012624	0
SOX9	4.54042	4.823	4.18066	4.29327
SP1	4.23025	4.1383	3.97945	3.98228
SP100	3.90708	4.03902	4.38223	5.76369
SP110	2.79299	2.24987	3.41492	4.69453
SP140	0	0	0	0.367128
SP140L	5.31089	4.51468	5.32391	5.83096
SP2	3.48533	3.52995	2.94066	2.95762
SP3	3.23567	3.16531	2.93738	3.2033
SP4	0.875604	0.88808	0.258645	0.242061
SP5	0.823511	0.753439	1.33389	1.68532
SP6	2.09151	1.71193	2.82542	2.46269
SP7	0	0	0.0756127	0
SP8	0.0695087	0.0545068	0.0419488	0.0789117
SP9	0	0	0	0.0126025
SPA17	2.64998	2.55059	3.01911	2.71937
SPACA1	0	0	0	0
SPACA3	0.189989	0	0.113429	0
SPACA4	1.26904	0.918122	1.57102	1.02683
SPACA5	0	0	0	0
SPACA5B	0	0	0	0
SPACA7	0	0	0	0
SPAG1	2.01462	2.64719	1.93483	3.08017
SPAG11A	0	0.182145	0.360153	0
SPAG11B	0	0.159895	0.318431	0
SPAG16	0.0334083	0.970435	0.0774304	0.893789
SPAG17	0.630688	0.692215	0.430698	0.544652
SPAG4	1.91791	1.82726	1.68049	1.16892
SPAG5	4.38793	4.16333	4.4419	4.5532
SPAG5-AS1	3.81758	3.6119	3.62032	3.97713
SPAG6	0.00703858	0	0.0292242	0.0278576
SPAG7	4.9374	4.82814	5.07377	5.01558
SPAG8	0.124806	0.182145	0.0557282	0.0635427
SPAG9	3.98942	4.72059	2.4528	3.56345
SPAM1	0	0.0170848	0	0
SPANXA1	0	0.0925233	0.0494794	2.64444
SPANXA2	0	0.0852153	0	1.74484
SPANXA2-OT1	0.0214154	0	0	0.898757
SPANXB1	0.0767253	0	0.36253	1.65549
SPANXB2	0.0767253	0	0.36253	1.69241
SPANXC	0	0.17109	0.0926516	2.222
SPANXD	0	0	0.0494794	1.87165
SPANXE	0	0	0.0431788	1.72934
SPANXF1	0.0767253	0	0.36253	1.69241
SPANXN1	0.0590649	0.19562	0.0617263	0.0588704
SPANXN2	0	0	0	0
SPANXN3	0.0609149	0.378204	0.124625	0.0607143
SPANXN4	0	0	0	0
SPANXN5	0.185222	0.24043	0	0.125679
SPARC	0.0703213	0.208968	0.191336	2.3414
SPARCL1	0.0683515	0.0917825	0.169375	0.0861621
SPAST	3.17075	3.1719	2.45832	2.6625
SPATA12	0.734246	0.873955	0.137433	0.257908
SPATA13	3.4623	3.48169	2.79021	2.35171
SPATA13-AS1	2.00623	1.93336	0.58023	0.844797
SPATA16	0	0	0.00914498	0
SPATA17	0.602715	0.528843	0.832781	1.55235
SPATA18	0.0213289	0.0295614	0	0
SPATA19	0	0	0	0.0419185
SPATA2	4.28528	4.15523	2.95497	2.89618
SPATA20	5.60311	5.48333	5.58274	5.4211
SPATA21	0.00914174	0.0359677	0.0471844	0.018165
SPATA22	0	0	0.0150932	0
SPATA24	1.42298	1.62385	1.22884	1.8245
SPATA25	1.6579	1.73754	1.55484	0.943544
SPATA2L	1.93985	2.05994	2.15514	2.01044
SPATA3	0	0	0	0
SPATA31A1	0.398869	0.45459	0.00912555	0.0173398
SPATA31A2	0.368455	0.4732	0.00911909	0.025914
SPATA31A3	0.313417	0.202344	0.00912555	0.0259322
SPATA31A4	0.202101	0.211948	0	0.0257149
SPATA31A5	0.266724	0.235779	0.00911909	0.025914
SPATA31A6	0.204114	0.187536	0	0.0259871
SPATA31A7	0.288554	0.232239	0.00912555	0.0259322
SPATA31C1	0	0	0.0101939	0
SPATA31C2	0.0387808	0.00972334	0.0102426	0
SPATA31D1	0	0	0	0
SPATA31D3	0	0	0	0
SPATA31D4	0	0	0	0
SPATA31D5P	0	0	0	0
SPATA31E1	0.0287985	0	0.00866727	0
SPATA32	0.0838654	0.501791	0.0876107	0.343052
SPATA4	0	0.0294563	0	0
SPATA5	1.36376	1.06166	0.854537	0.792755
SPATA5L1	3.94328	4.12715	3.43824	3.62181
SPATA6	0.193258	0.242421	0.286357	0.208663
SPATA6L	0.988965	0.750477	1.38773	0.834952
SPATA7	2.62564	2.23112	2.48334	2.0484
SPATA8	0	0	0	0.0355638
SPATA9	0.0297866	0.355698	0.177507	0.221974
SPATC1	0.170979	0.17781	0.169968	0.217875
SPATC1L	1.94627	1.98334	1.8994	0.86058
SPATS1	0	0	0.626818	0
SPATS2	3.55464	3.23245	2.95327	3.07704
SPATS2L	4.74245	4.97558	4.47276	5.47932
SPC24	2.29203	1.84243	2.52942	2.63951
SPC25	3.71199	4.01047	3.67983	3.78201
SPCS1	5.63673	5.50062	5.53908	5.71291
SPCS2	3.57664	3.84824	3.99162	3.95511
SPCS3	4.11601	4.23899	3.91349	4.51804
SPDEF	3.60748	1.63815	0.913162	0.704332
SPDL1	3.66504	3.47917	3.46039	3.70042
SPDYA	1.83734	1.82095	2.6552	1.95332
SPDYC	1.31109	1.85187	0.839897	0.736201
SPDYE1	0.446268	0.673603	0.551047	0.675669
SPDYE2	7.24828	7.2002	7.38104	6.94724
SPDYE2B	7.65908	7.587	7.83435	7.41717
SPDYE3	2.98131	3.00705	2.67744	2.8553
SPDYE4	0	0	0.0207917	0
SPDYE5	3.12319	3.85786	2.49362	3.22904
SPDYE6	0.437577	0.538908	0.537625	0.736113
SPDYE7P	0.0849191	0.0144013	0.0241944	0.0401182
SPDYE8P	6.1482	6.29349	5.02434	5.40192
SPECC1	1.9431	2.17405	1.45611	2.79668
SPECC1L	2.47823	2.40419	1.80166	2.27856
SPEF1	0.376989	0.310798	0.325704	0.311872
SPEF2	0.708274	0.643056	0.60899	0.320848
SPEG	0.0393659	0.0524383	0.156375	0.10824
SPEM1	0.209793	0	0	0
SPEN	3.52052	3.70427	2.89083	2.84121
SPERT	0.0227327	0	0.0471556	0
SPESP1	0	0	0	0
SPG11	3.16327	3.14475	3.0946	3.13088
SPG20	0.0152481	0	0	0
SPG20OS	0	0	0	0
SPG21	5.85359	5.71154	5.63275	5.77528
SPG7	2.42286	2.42484	2.25622	2.67961
SPHAR	2.39142	2.47118	2.65581	2.18581
SPHK1	2.66925	1.42034	1.84481	1.47796
SPHK2	3.26329	2.7851	3.25537	2.6988
SPHKAP	0	0	0	0
